model,task,cv_type,eval_set,sensor_config,num_seconds,fold,doctor_trials,f1,precision,recall,accuracy,Lump_f1,Lump_precision,Lump_recall,Lump_acc,Size_f1,Size_precision,Size_recall,Size_acc,Position_f1,Position_precision,Position_recall,Position_acc,combined_f1,combined_precision,combined_recall,combined_accuracy
inceptiontime,lump_binary,group,val,all,6,1,5,0.7566718995290423,0.6905444126074498,0.8368055555555556,0.7309027777777778,,,,,,,,,,,,,0.7566718995290423,0.6905444126074498,0.8368055555555556,0.7309027777777778
inceptiontime,lump_binary,group,val,all,6,1,6,0.6587005227781927,0.6611694152923538,0.65625,0.6558734939759037,,,,,,,,,,,,,0.6587005227781927,0.6611694152923538,0.65625,0.6558734939759037
inceptiontime,lump_binary,group,val,all,6,1,7,0.742040285899935,0.6709753231492362,0.8299418604651163,0.7046130952380952,,,,,,,,,,,,,0.742040285899935,0.6709753231492362,0.8299418604651163,0.7046130952380952
inceptiontime,lump_binary,group,val,all,6,1,8,0.694271911663216,0.6751677852348993,0.7144886363636364,0.674264705882353,,,,,,,,,,,,,0.694271911663216,0.6751677852348993,0.7144886363636364,0.674264705882353
inceptiontime,lump_binary,group,val,all,6,1,9,0.7186147186147186,0.7477477477477478,0.6916666666666667,0.7165697674418605,,,,,,,,,,,,,0.7186147186147186,0.7477477477477478,0.6916666666666667,0.7165697674418605
inceptiontime,lump_binary,group,val,all,6,1,10,0.7342549923195084,0.6584022038567493,0.8298611111111112,0.6996527777777778,,,,,,,,,,,,,0.7342549923195084,0.6584022038567493,0.8298611111111112,0.6996527777777778
inceptiontime,lump_binary,group,val,all,6,1,11,0.689280868385346,0.6737400530503979,0.7055555555555556,0.6747159090909091,,,,,,,,,,,,,0.689280868385346,0.6737400530503979,0.7055555555555556,0.6747159090909091
inceptiontime,lump_binary,group,val,all,6,1,12,0.8162544169611308,0.8309352517985612,0.8020833333333334,0.8194444444444444,,,,,,,,,,,,,0.8162544169611308,0.8309352517985612,0.8020833333333334,0.8194444444444444
inceptiontime,lump_binary,group,val,all,6,1,13,0.7230538922155688,0.6355263157894737,0.8385416666666666,0.6788194444444444,,,,,,,,,,,,,0.7230538922155688,0.6355263157894737,0.8385416666666666,0.6788194444444444
inceptiontime,lump_binary,group,val,all,6,1,14,0.7357512953367875,0.6412903225806451,0.8628472222222222,0.6901041666666666,,,,,,,,,,,,,0.7357512953367875,0.6412903225806451,0.8628472222222222,0.6901041666666666
inceptiontime,lump_binary,group,val,all,6,1,15,0.7517842981760507,0.691970802919708,0.8229166666666666,0.7282986111111112,,,,,,,,,,,,,0.7517842981760507,0.691970802919708,0.8229166666666666,0.7282986111111112
inceptiontime,lump_binary,group,val,all,6,2,0,0.702430846605197,0.6790923824959482,0.7274305555555556,0.6918402777777778,,,,,,,,,,,,,0.702430846605197,0.6790923824959482,0.7274305555555556,0.6918402777777778
inceptiontime,lump_binary,group,val,all,6,2,1,0.6807760141093474,0.6917562724014337,0.6701388888888888,0.6857638888888888,,,,,,,,,,,,,0.6807760141093474,0.6917562724014337,0.6701388888888888,0.6857638888888888
inceptiontime,lump_binary,group,val,all,6,2,2,0.6829665851670742,0.6436251920122887,0.7274305555555556,0.6623263888888888,,,,,,,,,,,,,0.6829665851670742,0.6436251920122887,0.7274305555555556,0.6623263888888888
inceptiontime,lump_binary,group,val,all,6,2,3,0.8018181818181818,0.8416030534351145,0.765625,0.8107638888888888,,,,,,,,,,,,,0.8018181818181818,0.8416030534351145,0.765625,0.8107638888888888
inceptiontime,lump_binary,group,val,all,6,2,4,0.6903553299492385,0.6732673267326733,0.7083333333333334,0.6822916666666666,,,,,,,,,,,,,0.6903553299492385,0.6732673267326733,0.7083333333333334,0.6822916666666666
inceptiontime,lump_binary,group,val,all,6,2,5,0.6402266288951841,0.5406698564593302,0.7847222222222222,0.5590277777777778,,,,,,,,,,,,,0.6402266288951841,0.5406698564593302,0.7847222222222222,0.5590277777777778
inceptiontime,lump_binary,group,val,all,6,2,6,0.6433076384022425,0.5393654524089306,0.796875,0.5581597222222222,,,,,,,,,,,,,0.6433076384022425,0.5393654524089306,0.796875,0.5581597222222222
inceptiontime,lump_binary,group,val,all,6,2,7,0.7354385964912281,0.6171967020023557,0.9097222222222222,0.6727430555555556,,,,,,,,,,,,,0.7354385964912281,0.6171967020023557,0.9097222222222222,0.6727430555555556
inceptiontime,lump_binary,group,val,all,6,2,8,0.7290867229470452,0.6533700137551581,0.8246527777777778,0.6935763888888888,,,,,,,,,,,,,0.7290867229470452,0.6533700137551581,0.8246527777777778,0.6935763888888888
inceptiontime,lump_binary,group,val,all,6,2,9,0.6419098143236074,0.51931330472103,0.8402777777777778,0.53125,,,,,,,,,,,,,0.6419098143236074,0.51931330472103,0.8402777777777778,0.53125
inceptiontime,lump_binary,group,val,all,6,2,10,0.8026905829596412,0.7047244094488189,0.9322916666666666,0.7708333333333334,,,,,,,,,,,,,0.8026905829596412,0.7047244094488189,0.9322916666666666,0.7708333333333334
